egoid,SelfEsteem_1_3,SelfEsteem_2_3,SelfEsteem_3_3,SelfEsteem_4_3,SelfEsteem_5_3,SelfEsteem_6_3,SelfEsteem_7_3,SelfEsteem_8_3,SelfEsteem_9_3,SelfEsteem_10_3,SelfEsteem_3,SelfReg_Exercise_1_3,SelfReg_Exercise_2_3,SelfReg_Exercise_3_3,SelfReg_Exercise_4_3,SelfReg_Exercise_5_3,SelfReg_Exercise_6_3,SelfReg_Exercise_7_3,SelfReg_Exercise_8_3,SelfReg_Exercise_9_3,SelfReg_Exercise_10_3,SelfReg_Exercise_11_3,SelfReg_Exercise_12_3,SelfReg_Exercise_13_3,SelfReg_Exercise_14_3,SelfReg_Exercise_15_3,SelfReg_Exercise_16_3,SRQE_Ext_3,SRQE_Introj_3,SRQE_Ident_3,SRQE_Intrin_3,SRQE_RAI_3,lonely_1_3,lonely_2_3,lonely_3_3,lonely_4_3,lonely_5_3,lonely_6_3,lonely_7_3,lonely_8_3,lonely_9_3,lonely_10_3,lonely_11_3,lonely_12_3,lonely_13_3,lonely_14_3,lonely_15_3,selsa_rom_3,selsa_fam_3,selsa_soc_3,SelfReg_1_3,SelfReg_3_3,SelfReg_4_3,SelfReg_5_3,SelfReg_6_3,SelfReg_7_3,SelfReg_8_3,SelfReg_9_3,SelfReg_10_3,SelfReg_11_3,SelfReg_12_3,SelfReg_13_3,selfreg_scale_3
14606,Strongly agree,Strongly Disagree,Strongly agree,Strongly agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly agree,50.0,2,Not at all true,Very true,Not at all true,6,Not at all true,Not at all true,Very true,Very true,Very true,Not at all true,2,Not at all true,Not at all true,3,Very true,1.0,1.0,5.5,6.0,14.5,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,0.78028041,-0.61347842,-0.86083257,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,1.25
64075,Agree,Disagree,Strongly agree,Strongly agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly agree,48.0,5,Not at all true,6,Not at all true,Very true,3,Not at all true,Very true,Very true,Very true,Not at all true,Very true,6,Somewhat true,Very true,Very true,1.75,2.75,7.0,6.75,14.25,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,1.0412574,-0.64031315,-0.76140922,Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,1.5
39787,Strongly agree,Strongly Disagree,Strongly agree,Strongly agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly agree,50.0,Somewhat true,Not at all true,Somewhat true,Not at all true,Very true,Not at all true,Not at all true,Somewhat true,Very true,Somewhat true,Not at all true,Somewhat true,Not at all true,Not at all true,Somewhat true,Very true,1.0,1.0,6.25,4.0,11.25,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Strongly Disagree,Agree,Agree,Agree,Agree,Strongly Disagree,Agree,Strongly Disagree,Agree,Agree,0.71992618,0.24629323,0.17185889,Neither Agree nor Disagree,Strongly Disagree,Agree,Neither Agree nor Disagree,Agree,Agree,Strongly Disagree,Neither Agree nor Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,1.8333334
82376,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Neither Agree nor Disagree,Strongly Disagree,Agree,40.0,3,2,5,3,6,2,Not at all true,Very true,Very true,5,3,6,Somewhat true,Not at all true,6,Very true,1.75,2.75,6.5,5.75,11.75,Strongly Agree,Agree,Somewhat Disagree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,-1.2839866,-0.012998642,0.38790944,Disagree,Disagree,Agree,Disagree,Agree,Agree,Neither Agree nor Disagree,Disagree,Agree,Disagree,Disagree,Neither Agree nor Disagree,2.1666667
44872,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,30.0,5,Not at all true,Very true,Very true,6,3,Not at all true,6,Very true,6,Not at all true,5,5,Not at all true,5,5,1.0,4.0,5.75,6.0,11.75,Strongly Disagree,Strongly Disagree,Agree,Somewhat Agree,Agree,Strongly Disagree,Somewhat Agree,Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Somewhat Agree,Agree,1.0670238,0.31621733,0.23544767,Disagree,Disagree,Agree,Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Disagree,Agree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,2.3333333
87783,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Neither Agree nor Disagree,Disagree,Agree,39.0,Somewhat true,3,Very true,3,Very true,3,2,Very true,Very true,Very true,2,Very true,2,6,6,6,3.25,2.75,6.75,6.75,11.0,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,0.81587279,-0.68664819,0.2650604,Disagree,Disagree,Strongly Agree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Strongly Disagree,Agree,2.0
22199,,,,,,,,,,,24.666666666666668,,,,,,,,,,,,,,,,,3.0,4.833333333333333,5.0,4.0,2.1666666666666665,,,,,,,,,,,,,,,,-0.4166899799999999,2.025203283333333,0.16774544,,,,,,,,,,,,,2.4166666666666665
47498,Agree,Strongly Disagree,Strongly agree,Strongly agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly agree,48.0,Somewhat true,Not at all true,Very true,2,6,Not at all true,Not at all true,Very true,Very true,6,Not at all true,Very true,2,Not at all true,Very true,Very true,1.0,1.5,6.75,6.75,16.75,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,-0.30690977,-0.59421688,-0.79435003,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree,Agree,Disagree,Strongly Disagree,Agree,Disagree,Disagree,Agree,1.5833334
57325,Agree,Agree,Agree,Agree,Strongly Disagree,Disagree,Agree,Strongly Agree,Strongly Disagree,Agree,37.0,Somewhat true,2,5,2,Very true,Not at all true,Not at all true,Very true,Very true,Somewhat true,Not at all true,Very true,Somewhat true,Not at all true,Very true,Very true,1.25,2.25,7.0,5.75,13.75,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,-1.6173123,-0.60315299,-0.70905489,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Neither Agree nor Disagree,1.4166666
53776,,,,,,,,,,,45.0,,,,,,,,,,,,,,,,,2.0,2.9166666666666665,5.666666666666667,5.833333333333333,10.416666666666666,,,,,,,,,,,,,,,,-0.8031772666666667,-0.1949191663333333,0.6407087283333334,,,,,,,,,,,,,2.000000033333333
58633,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly Disagree,Disagree,Strongly Agree,Neither Agree nor Disagree,Strongly Disagree,Strongly agree,46.0,5,Not at all true,6,Somewhat true,5,Not at all true,Not at all true,Very true,Very true,Very true,Not at all true,Very true,6,Somewhat true,Very true,Very true,1.75,3.0,6.5,6.75,13.5,Strongly Disagree,Strongly Disagree,Neither Agree nor Disagree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Disagree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,0.65722704,-0.5348745,2.1088953,Strongly Disagree,Disagree,Agree,Neither Agree nor Disagree,Strongly Agree,Agree,Disagree,Strongly Disagree,Strongly Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,2.0833333
27306,Strongly agree,Strongly Disagree,Strongly agree,Strongly agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly agree,50.0,Somewhat true,Not at all true,Very true,2,3,Not at all true,Not at all true,6,6,6,Not at all true,6,5,Not at all true,6,6,1.0,2.25,5.25,6.25,13.5,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,1.0945992,-0.70407128,-0.40678349,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Disagree,Disagree,Strongly Agree,Disagree,Disagree,Strongly Agree,1.4166666
80607,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Disagree,Agree,Neither Agree nor Disagree,Agree,Agree,34.0,6,Not at all true,5,5,5,6,Not at all true,3,6,5,Not at all true,5,6,3,6,6,1.5,4.5,5.5,4.75,7.5,Strongly Disagree,Strongly Disagree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Strongly Disagree,Somewhat Disagree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Disagree,Disagree,Somewhat Agree,0.80889666,2.8002973,0.89733005,Disagree,Disagree,Agree,Strongly Disagree,Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Agree,Agree,Strongly Agree,2.0
73143,Agree,Strongly Disagree,Agree,Agree,Strongly Disagree,Disagree,Agree,Agree,Disagree,Agree,40.0,Somewhat true,2,3,5,6,2,2,5,Somewhat true,3,Not at all true,5,5,2,5,Somewhat true,1.75,3.5,4.75,4.0,5.75,Disagree,Disagree,Somewhat Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,0.55270994,-0.42168176,-0.82136935,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,2.6666667
35797,,,,,,,,,,,34.0,,,,,,,,,,,,,,,,,2.333333333333333,3.25,5.25,5.166666666666667,7.666666666666667,,,,,,,,,,,,,,,,-0.6012248876666667,0.4356658427,0.5780601266666667,,,,,,,,,,,,,2.277777766666667
46365,Agree,Strongly Disagree,Strongly agree,Strongly agree,Strongly Disagree,Neither Agree nor Disagree,Strongly Agree,Disagree,Disagree,Strongly agree,45.0,Somewhat true,Somewhat true,5,5,6,Somewhat true,2,Very true,Very true,5,2,Very true,6,5,6,6,3.25,4.75,6.5,5.75,6.75,Strongly Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,-1.7462853,0.10267133,-0.23775278,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Neither Agree nor Disagree,Agree,Disagree,Neither Agree nor Disagree,Agree,2.3333333
30596,Agree,Neutral,Neutral,Agree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Disagree,Neutral,33.0,Not at all true,Not at all true,Not at all true,Not at all true,Very true,Not at all true,Not at all true,Not at all true,5,3,Not at all true,Somewhat true,Not at all true,Not at all true,3,6,1.0,1.0,5.5,2.0,6.5,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Disagree,Neither Agree nor Disagree,Somewhat Agree,Agree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Disagree,Somewhat Agree,Agree,0.43409356,1.6143636,0.91641659,Disagree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Strongly Agree,Agree,Disagree,Neither Agree nor Disagree,2.6666667
31045,,,,,,,,,,,31.33333333333333,,,,,,,,,,,,,,,,,2.9166666666666665,4.416666666666667,5.583333333333333,5.5,6.333333333333333,,,,,,,,,,,,,,,,0.0833551089999999,-0.5405962939666668,0.6551897333333333,,,,,,,,,,,,,2.194444433333333
74492,,,,,,,,,,,33.666666666666664,,,,,,,,,,,,,,,,,2.25,2.5,4.416666666666667,4.333333333333333,6.083333333333333,,,,,,,,,,,,,,,,-0.2524035233333333,0.7633815366666669,0.97422913,,,,,,,,,,,,,2.694444433333333
76791,Agree,Strongly Disagree,Strongly agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,42.0,2,Not at all true,Somewhat true,2,Not at all true,Not at all true,Not at all true,3,Somewhat true,3,Not at all true,Somewhat true,2,Not at all true,2,Somewhat true,1.0,1.5,3.25,3.0,5.75,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,0.76788855,-0.60850298,-0.85222441,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Disagree,Agree,Agree,Disagree,Neither Agree nor Disagree,Agree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,2.4166667
21348,,,,,,,,,,,28.33333333333333,,,,,,,,,,,,,,,,,1.75,3.8333333333333335,5.416666666666667,4.333333333333333,6.75,,,,,,,,,,,,,,,,0.2349670066666667,2.066629585333333,-0.20005985,,,,,,,,,,,,,2.083333366666667
23287,Strongly agree,Neutral,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neutral,Neutral,36.0,3,3,6,2,5,3,Not at all true,Somewhat true,Somewhat true,6,2,6,3,3,6,Very true,2.25,2.75,5.5,5.5,9.25,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Strongly Agree,Agree,Strongly Agree,Agree,-0.47845101,-0.49864259,0.50908011,Neither Agree nor Disagree,Disagree,Agree,Disagree,Neither Agree nor Disagree,Disagree,Disagree,Neither Agree nor Disagree,Agree,Strongly Disagree,Disagree,Agree,2.3333333
14763,,,,,,,,,,,29.0,,,,,,,,,,,,,,,,,2.1666666666666665,3.0,5.333333333333333,4.5,7.0,,,,,,,,,,,,,,,,0.2468091466666666,1.50087896,0.35593205,,,,,,,,,,,,,2.6111111
22066,,,,,,,,,,,37.333333333333336,,,,,,,,,,,,,,,,,2.0,2.9166666666666665,5.833333333333333,5.083333333333333,9.083333333333334,,,,,,,,,,,,,,,,0.44366614,1.439181943333333,-0.6711990033333334,,,,,,,,,,,,,1.9166667
64058,,,,,,,,,,,41.333333333333336,,,,,,,,,,,,,,,,,1.4166666666666667,2.6666666666666665,6.25,5.583333333333333,11.916666666666666,,,,,,,,,,,,,,,,-0.8220045166666666,0.1487092966666666,-0.0971104563333333,,,,,,,,,,,,,2.3888889
28247,Neutral,Agree,Agree,Neutral,Disagree,Agree,Agree,Strongly Agree,Neutral,Neutral,29.0,Very true,Not at all true,Very true,6,Very true,Not at all true,Not at all true,Very true,Very true,6,Not at all true,Very true,Very true,Not at all true,Very true,Very true,1.0,3.75,7.0,6.75,14.75,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,Strongly Disagree,Strongly Agree,Neither Agree nor Disagree,Agree,Agree,-0.091896392,-0.083728626,0.47812986,Agree,Agree,Neither Agree nor Disagree,Strongly Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Agree,Neither Agree nor Disagree,Disagree,3.25
72873,,,,,,,,,,,42.66666666666666,,,,,,,,,,,,,,,,,1.1666666666666667,2.75,6.166666666666667,5.5,12.083333333333334,,,,,,,,,,,,,,,,0.2184049699999999,0.27179205,0.2817427303333333,,,,,,,,,,,,,2.472222233333333
67544,Agree,Disagree,Agree,Agree,Strongly Disagree,Disagree,Agree,Agree,Neutral,Strongly agree,39.0,Very true,Not at all true,Very true,Very true,Very true,Not at all true,Not at all true,5,Very true,Very true,Not at all true,3,Very true,Not at all true,Somewhat true,Very true,1.0,4.0,6.0,5.75,11.5,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Somewhat Agree,Strongly Agree,0.91914964,0.62549865,-1.1682369,Agree,Strongly Disagree,Agree,Agree,Agree,Disagree,Strongly Disagree,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,2.9166667
76810,,,,,,,,,,,41.0,,,,,,,,,,,,,,,,,1.4166666666666667,2.0,5.333333333333333,5.333333333333333,11.166666666666666,,,,,,,,,,,,,,,,-1.1070590466666663,-0.5096385,-0.2612746166666667,,,,,,,,,,,,,2.194444433333333
51760,Strongly agree,Strongly Disagree,Strongly agree,Strongly agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Neither Agree nor Disagree,Strongly Disagree,Agree,47.0,Somewhat true,Somewhat true,5,3,5,5,3,6,Very true,5,2,6,Somewhat true,3,5,6,3.0,4.0,6.0,5.25,6.5,Somewhat Agree,Somewhat Agree,Disagree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,-0.88561678,-0.60567421,-0.74303287,Strongly Disagree,Strongly Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Strongly Agree,Neither Agree nor Disagree,Disagree,Agree,1.8333334
72806,Strongly agree,Disagree,Strongly agree,Strongly agree,Disagree,Neither Agree nor Disagree,Strongly Agree,Disagree,Disagree,Strongly agree,44.0,5,Not at all true,Very true,2,Very true,Not at all true,Not at all true,6,Very true,Very true,Not at all true,6,Somewhat true,2,Very true,Very true,1.25,2.0,6.75,6.75,15.75,Disagree,Disagree,Neither Agree nor Disagree,Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Disagree,Agree,Strongly Agree,0.57017291,0.060346115,-0.9853037,Disagree,Neither Agree nor Disagree,Agree,Disagree,Disagree,Neither Agree nor Disagree,Agree,Disagree,Agree,Disagree,Disagree,Agree,2.5
98766,Strongly agree,Strongly Disagree,Strongly agree,Strongly agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly agree,50.0,3,Not at all true,Very true,2,5,Not at all true,Not at all true,Very true,6,Very true,Not at all true,Very true,5,6,6,Very true,2.25,2.25,6.25,6.75,13.0,Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,-1.203936,-0.6038602,-0.73635274,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Neither Agree nor Disagree,Agree,1.25
23042,,,,,,,,,,,41.66666666666666,,,,,,,,,,,,,,,,,1.3333333333333333,2.9166666666666665,6.666666666666667,6.666666666666667,14.416666666666666,,,,,,,,,,,,,,,,-0.81802538,-0.9154855866666668,0.6101846766666666,,,,,,,,,,,,,1.7499999666666668
60997,Agree,Agree,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Disagree,Agree,Neutral,30.0,5,Not at all true,5,3,6,2,Not at all true,Not at all true,6,Somewhat true,Not at all true,Not at all true,Not at all true,Not at all true,5,Somewhat true,1.0,1.75,4.25,3.75,8.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neither Agree nor Disagree,Agree,Strongly Disagree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Strongly Agree,0.76476991,1.3814265,-1.1411607,Agree,Neither Agree nor Disagree,Disagree,Agree,Neither Agree nor Disagree,Agree,Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Disagree,3.3333333
36038,Neutral,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Strongly Agree,Neutral,Disagree,27.0,6,3,5,Very true,5,6,2,6,6,Somewhat true,2,6,Very true,2,6,6,2.25,5.75,5.75,5.25,6.0,Disagree,Somewhat Agree,Somewhat Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Strongly Agree,Disagree,Agree,Disagree,Agree,Strongly Agree,0.33375847,0.38626391,-0.34480989,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Strongly Agree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,2.75
39146,Agree,Disagree,Agree,Agree,Disagree,Neither Agree nor Disagree,Agree,Agree,Disagree,Agree,37.0,2,Not at all true,Somewhat true,3,5,5,2,5,5,5,2,5,Somewhat true,6,6,5,2.75,3.25,5.0,5.0,6.25,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Agree,Agree,Strongly Disagree,Agree,Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Agree,Agree,0.54020482,0.55657738,0.055513099,Agree,Neither Agree nor Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Strongly Agree,Agree,Agree,Neither Agree nor Disagree,2.75
60963,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,Neutral,30.0,Somewhat true,Not at all true,5,5,5,Not at all true,Not at all true,5,5,5,Not at all true,5,Somewhat true,Not at all true,6,5,1.0,2.75,5.0,5.25,10.75,Strongly Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Neither Agree nor Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,-1.7854164,-0.14152631,1.6410353,Neither Agree nor Disagree,Strongly Disagree,Agree,Strongly Disagree,Agree,Neither Agree nor Disagree,Disagree,Disagree,Agree,Disagree,Neither Agree nor Disagree,Agree,2.0833333
67918,Strongly agree,Strongly Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,Agree,Neither Agree nor Disagree,Strongly Disagree,Agree,44.0,2,Not at all true,Somewhat true,Not at all true,3,Not at all true,Not at all true,2,3,3,Not at all true,3,Not at all true,Not at all true,3,Somewhat true,1.0,1.0,3.25,3.0,6.25,Disagree,Disagree,Somewhat Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,0.56752682,0.2201657,0.29858014,Disagree,Disagree,Agree,Disagree,Neither Agree nor Disagree,Agree,Disagree,Disagree,Strongly Agree,Disagree,Neither Agree nor Disagree,Agree,2.0833333
34467,Agree,Disagree,Agree,Agree,Disagree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Agree,42.0,5,3,Very true,Somewhat true,5,3,2,5,6,6,3,Very true,Somewhat true,Somewhat true,6,Very true,3.0,3.5,6.25,6.0,8.75,Strongly Disagree,Strongly Disagree,Somewhat Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,1.0400856,-0.51346582,-0.48814884,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Strongly Agree,Disagree,Disagree,Neither Agree nor Disagree,2.0
